,reported_acceptor,don_ID,reported_donor,DOI,PCE_avg,donor_type,acc_SMILES_sidechains,don_mon_SMILES,A_count,B_count,C_count,D_count,E_count,F_count,G_count,H_count,I_count,J_count,K_count,L_count
808,Y18-1F,62,PBDTT1Cl,10.1002/adma.202105483,16.95,polymer,O=C(C1=CC=C(C=C1C/2=C(C#N)\C#N)F)C2=C/C(SC3=C4SC5=C3N(CC(CC)CCCC)C6=C5C7=NN(N=C7C8=C6N(CC(CC)CCCC)C9=C8SC%10=C9SC(/C=C%11C(C%12=C(C\%11=C(C#N)/C#N)C=C(F)C=C%12)=O)=C%10CCCCCCCC)CC(CC)CCCC)=C4CCCCCCCC,CCCCC(CC1=CC=C(S1)C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC=C(S5)CC(CCCC)CC)C6=CC(Cl)=C(S6)C7=CC8=C(C9=C(C(C%10=CC=C(S%10)CC(CCCC)CC)=C8S7)C=C(C%11=C(Cl)C=CS%11)S9)C%12=CC=C(S%12)CC(CCCC)CC)CC,2,0,0,0,0,0,0,0,0,0,0,0
809,S9TBO-F,15,D18,10.1002/adma.202202089,17.64,polymer,O=C1C2=CC(F)=C(C=C2C(/C1=C/C3=C(CCCCCCCCC)C(SC4=C5N(C6=C4C7=N[Se]N=C7C8=C6N(C9=C8SC%10=C9SC(/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)\C#N)=C%10CCCCCCCCC)CC(CCCC)CCCCCC)CC(CCCC)CCCCCC)=C5S3)=C(C#N)\C#N)F,CCCCCCC(CCCC)CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C35)C=C(C6=CC(CC(CCCC)CCCCCC)=C(C7=CC8=C(C9=CC(F)=C(CC(CC)CCCC)S9)C%10=C(C=CS%10)C(C%11=CC(F)=C(CC(CC)CCCC)S%11)=C8S7)S6)S4)S2)=C1,1,0,0,0,0,0,1,0,0,0,0,0
810,BS3TSe-4F,15,D18,10.1002/adma.202202089,18.14,polymer,O=C1C2=CC(F)=C(C=C2C(/C1=C/C3=C(CCCCCCCCC)C(SC4=C5N(C6=C4C7=N[Se]N=C7C8=C6N(C9=C8SC%10=C9[Se]C(/C=C%11/C(C%12=C(C%11=O)C=C(F)C(F)=C%12)=C(C#N)\C#N)=C%10CCCCCCCCC)CC(CCCC)CCCCCC)CC(CCCC)CCCCCC)=C5S3)=C(C#N)\C#N)F,CCCCCCC(CCCC)CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C35)C=C(C6=CC(CC(CCCC)CCCCCC)=C(C7=CC8=C(C9=CC(F)=C(CC(CC)CCCC)S9)C%10=C(C=CS%10)C(C%11=CC(F)=C(CC(CC)CCCC)S%11)=C8S7)S6)S4)S2)=C1,1,0,0,0,0,0,1,0,0,0,0,0
811,L8-BO,12,PM6,10.1002/advs.202203606,18.21,polymer,N#C/C(C#N)=C1C(C(C2=CC(F)=C(F)C=C2\1)=O)=CC3=C(C4=C(S3)C(N(C5=C6C7=NSN=C7C8=C5N(C9=C8SC%10=C9SC(C=C%11C(C%12=CC(F)=C(F)C=C%12/C%11=C(C#N)/C#N)=O)=C%10CC(CCCC)CC)CC(CC)CCCC)CC(CC)CCCC)=C6S4)CC(CC)CCCC,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
812,L8-BO,12,PM6,10.1002/aenm.202201076,18.21,polymer,N#C/C(C#N)=C1C(C(C2=CC(F)=C(F)C=C2\1)=O)=CC3=C(C4=C(S3)C(N(C5=C6C7=NSN=C7C8=C5N(C9=C8SC%10=C9SC(C=C%11C(C%12=CC(F)=C(F)C=C%12/C%11=C(C#N)/C#N)=O)=C%10CC(CCCC)CC)CC(CC)CCCC)CC(CC)CCCC)=C6S4)CC(CC)CCCC,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
813,L8-BO,12,PBDB-TF,10.1002/ange.202110550,18.23,polymer,N#C/C(C#N)=C1C(C(C2=CC(F)=C(F)C=C2\1)=O)=CC3=C(C4=C(S3)C(N(C5=C6C7=NSN=C7C8=C5N(C9=C8SC%10=C9SC(C=C%11C(C%12=CC(F)=C(F)C=C%12/C%11=C(C#N)/C#N)=O)=C%10CC(CCCC)CC)CC(CC)CCCC)CC(CC)CCCC)=C6S4)CC(CC)CCCC,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
814,L8-BO,12,PBDB-TF,10.1038/s41560-021-00820-x,17.97,polymer,N#C/C(C#N)=C1C(C(C2=CC(F)=C(F)C=C2\1)=O)=CC3=C(C4=C(S3)C(N(C5=C6C7=NSN=C7C8=C5N(C9=C8SC%10=C9SC(C=C%11C(C%12=CC(F)=C(F)C=C%12/C%11=C(C#N)/C#N)=O)=C%10CC(CCCC)CC)CC(CC)CCCC)CC(CC)CCCC)=C6S4)CC(CC)CCCC,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
815,L8-BO,12,PBDB-TF,10.1038/s41563-022-01244-y,18.0,polymer,N#C/C(C#N)=C1C(C(C2=CC(F)=C(F)C=C2\1)=O)=CC3=C(C4=C(S3)C(N(C5=C6C7=NSN=C7C8=C5N(C9=C8SC%10=C9SC(C=C%11C(C%12=CC(F)=C(F)C=C%12/C%11=C(C#N)/C#N)=O)=C%10CC(CCCC)CC)CC(CC)CCCC)CC(CC)CCCC)=C6S4)CC(CC)CCCC,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
816,L8-BO,12,PM6,10.1002/aenm.202203009,18.5,polymer,N#C/C(C#N)=C1C(C(C2=CC(F)=C(F)C=C2\1)=O)=CC3=C(C4=C(S3)C(N(C5=C6C7=NSN=C7C8=C5N(C9=C8SC%10=C9SC(C=C%11C(C%12=CC(F)=C(F)C=C%12/C%11=C(C#N)/C#N)=O)=C%10CC(CCCC)CC)CC(CC)CCCC)CC(CC)CCCC)=C6S4)CC(CC)CCCC,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
817,L8-BO,15,D18,10.1002/adma.202204718,18.81,polymer,N#C/C(C#N)=C1C(C(C2=CC(F)=C(F)C=C2\1)=O)=CC3=C(C4=C(S3)C(N(C5=C6C7=NSN=C7C8=C5N(C9=C8SC%10=C9SC(C=C%11C(C%12=CC(F)=C(F)C=C%12/C%11=C(C#N)/C#N)=O)=C%10CC(CCCC)CC)CC(CC)CCCC)CC(CC)CCCC)=C6S4)CC(CC)CCCC,CCCCCCC(CCCC)CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C35)C=C(C6=CC(CC(CCCC)CCCCCC)=C(C7=CC8=C(C9=CC(F)=C(CC(CC)CCCC)S9)C%10=C(C=CS%10)C(C%11=CC(F)=C(CC(CC)CCCC)S%11)=C8S7)S6)S4)S2)=C1,1,0,0,0,0,0,1,0,0,0,0,0
818,L8-BO,15,D18,10.1038/s41563-022-01244-y,17.4,polymer,N#C/C(C#N)=C1C(C(C2=CC(F)=C(F)C=C2\1)=O)=CC3=C(C4=C(S3)C(N(C5=C6C7=NSN=C7C8=C5N(C9=C8SC%10=C9SC(C=C%11C(C%12=CC(F)=C(F)C=C%12/C%11=C(C#N)/C#N)=O)=C%10CC(CCCC)CC)CC(CC)CCCC)CC(CC)CCCC)=C6S4)CC(CC)CCCC,CCCCCCC(CCCC)CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C35)C=C(C6=CC(CC(CCCC)CCCCCC)=C(C7=CC8=C(C9=CC(F)=C(CC(CC)CCCC)S9)C%10=C(C=CS%10)C(C%11=CC(F)=C(CC(CC)CCCC)S%11)=C8S7)S6)S4)S2)=C1,1,0,0,0,0,0,1,0,0,0,0,0
819,L8-BO,73,D18-Cl,10.1002/advs.202200578,18.3,polymer,N#C/C(C#N)=C1C(C(C2=CC(F)=C(F)C=C2\1)=O)=CC3=C(C4=C(S3)C(N(C5=C6C7=NSN=C7C8=C5N(C9=C8SC%10=C9SC(C=C%11C(C%12=CC(F)=C(F)C=C%12/C%11=C(C#N)/C#N)=O)=C%10CC(CCCC)CC)CC(CC)CCCC)CC(CC)CCCC)=C6S4)CC(CC)CCCC,CCCCCCC(CC1=CSC(C2=CC3=C(S2)C4=C(C=C(S4)C5=CC(CC(CCCCCC)CCCC)=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=CS8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)C%11=NSN=C3%11)=C1)CCCC,1,0,0,0,0,0,1,0,0,0,0,0
820,L8-BO,73,D18-Cl,10.1002/advs.202203606,17.01,polymer,N#C/C(C#N)=C1C(C(C2=CC(F)=C(F)C=C2\1)=O)=CC3=C(C4=C(S3)C(N(C5=C6C7=NSN=C7C8=C5N(C9=C8SC%10=C9SC(C=C%11C(C%12=CC(F)=C(F)C=C%12/C%11=C(C#N)/C#N)=O)=C%10CC(CCCC)CC)CC(CC)CCCC)CC(CC)CCCC)=C6S4)CC(CC)CCCC,CCCCCCC(CC1=CSC(C2=CC3=C(S2)C4=C(C=C(S4)C5=CC(CC(CCCCCC)CCCC)=C(S5)C6=CC7=C(C8=C(C(C9=CC(Cl)=C(S9)CC(CCCC)CC)=C7S6)C=CS8)C%10=CC(Cl)=C(S%10)CC(CCCC)CC)C%11=NSN=C3%11)=C1)CCCC,1,0,0,0,0,0,1,0,0,0,0,0
821,L8-BO,242,PBZ1,10.1021/acsaem.2c00393,14.94,polymer,N#C/C(C#N)=C1C(C(C2=CC(F)=C(F)C=C2\1)=O)=CC3=C(C4=C(S3)C(N(C5=C6C7=NSN=C7C8=C5N(C9=C8SC%10=C9SC(C=C%11C(C%12=CC(F)=C(F)C=C%12/C%11=C(C#N)/C#N)=O)=C%10CC(CCCC)CC)CC(CC)CCCC)CC(CC)CCCC)=C6S4)CC(CC)CCCC,CCCCCCCCC(CN1N=C2C=C(C(F)=C(C2=N1)C3=CC=C(S3)C4=CC5=C(C6=C(C(C7=CC=C(OCC(CCCCCC)CCCC)C=C7)=C5S4)C=C(C8=CC=CS8)S6)C9=CC=C(OCC(CCCCCC)CCCC)C=C9)F)CCCCCC,1,0,1,0,0,0,0,0,0,0,0,0
822,FTCC-Br,68,PB2,10.1002/adma.202207009,14.5,polymer,O=C(C1=C(C=C(Br)S1)C/2=C(C#N)\C#N)C2=C/C3=CC4=C(S3)C5=CC6=C(C=C5C4(CCCCCC)CCCCCC)C7=C(C=C8C(C(CCCCCC)(C9=C8SC(/C=C%10C(C(SC(Br)=C%11)=C%11C\%10=C(C#N)/C#N)=O)=C9)CCCCCC)=C7)C(CCCCCC)6CCCCCC,CCC(CCCC)CC(S1)=CC=C1C2=C3C=CSC3=C(C4=CC=C(S4)CC(CCCC)CC)C5=C2SC(C6=CC(CC(CCCC)CC)=C(S6)C7=NN=C(S7)C8=C(CC(CCCC)CC)C=CS8)=C5,1,0,0,0,0,0,0,0,0,0,0,0
823,BTIC-4Br,12,PBDB-TF,10.1002/advs.201903784,11.98,polymer,O=C1C2=CC(Br)=C(Br)C=C2C(/C1=C/C3=C(CCCCCCCCCCC)C(SC4=C5N(C6=C4C7=NSN=C7C8=C6N(C9=C8SC%10=C9SC(/C=C%11/C(C%12=C(C%11=O)C=C(Br)C(Br)=C%12)=C(C#N)/C#N)=C%10CCCCCCCCCCC)CC(CC)CCCC)CC(CC)CCCC)=C5S3)=C(C#N)/C#N,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
824,BTIC-BO-4Br,12,PBDB-TF,10.1002/advs.201903784,13.91,polymer,N#C/C(C#N)=C1C(C(C2=CC(Br)=C(Br)C=C2\1)=O)=CC3=C(C4=C(S3)C(N(C5=C6C7=NSN=C7C8=C5N(C9=C8SC%10=C9SC(C=C%11C(C%12=CC(Br)=C(Br)C=C%12/C%11=C(C#N)/C#N)=O)=C%10CCCCCCCCCCC)CC(CCCC)CCCCCC)CC(CCCC)CCCCCC)=C6S4)CCCCCCCCCCC,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
825,BTP-FCl-FCl,72,BTR-Cl,10.1002/advs.202004262,15.14,sm,N#C/C(C#N)=C1C(C(C2=CC(Cl)=C(C=C2\1)F)=O)=CC3=C(CCCCCCCCCCC)C(SC4=C5N(CC(CCCC)CC)C6=C4C7=NSN=C7C8=C6N(CC(CCCC)CC)C9=C8SC%10=C9SC(C=C%11C(C%12=CC(Cl)=C(C=C%12/C%11=C(C#N)/C#N)F)=O)=C%10CCCCCCCCCCC)=C5S3,S=C(N(CCCCCC)C/1=O)SC1=C\C2=CC=C(S2)C(S3)=C(CCCCCC)C=C3C4=C(CCCCCC)C=C(S4)C5=CC6=C(S5)C(C7=CC(Cl)=C(CCCCCC)S7)=C8C(SC(C9=CC(CCCCCC)=C(C%10=CC(CCCCCC)=C(C%11=CC=C(/C=C%12SC(N(CCCCCC)C/%12=O)=S)S%11)S%10)S9)=C8)=C6C%13=CC(Cl)=C(CCCCCC)S%13,1,0,0,0,0,0,0,0,0,0,0,0
826,m-BAIDIC,12,PBDB-TF,10.1002/advs.202103428,3.42,polymer,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(S3)C5=CC6=C(C(SC(C7=CC=CC(C#CC8=CC=CC(C9=CC(C%10(CCCCCC)CCCCCC)=C(S9)C%11=C%10C=C(C(SC(/C=C%12C(C(C=C(F)C(F)=C%13)=C%13C\%12=C(C#N)/C#N)=O)=C%14)=C%14C%15(CCCCCC)CCCCCC)C%15=C%11)=C8)=C7)=C%16)=C%16C6(CCCCCC)CCCCCC)C=C5C4(CCCCCC)CCCCCC,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
827,p-BAIDIC,12,PBDB-TF,10.1002/advs.202103428,7.66,polymer,O=C(C/1=C\C2=CC3=C(C4=CC5=C(C=C4C3(CCCCCC)CCCCCC)C6=C(C5(CCCCCC)CCCCCC)C=C(C7=CC=C(C#CC8=CC=C(C9=CC(C%10(CCCCCC)CCCCCC)=C(C%11=C%10C=C(C%12=C%11)C%13=C(C%12(CCCCCC)CCCCCC)C=C(/C=C%14C(C%15=C(C\%14=C(C#N)/C#N)C=C(F)C(F)=C%15)=O)S%13)S9)C=C8)C=C7)S6)S2)C%16=C(C1=C(C#N)/C#N)C=C(F)C(F)=C%16,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
828,PYT,3,PBDB-T,10.1007/s10118-022-2697-1,13.34,polymer,O=C1C2=CC(C3=CC=CS3)=CC=C2C(/C1=C/C4=C(C5=C(S4)C(N(CC(CCCCCCCCCC)CCCCCCCC)C6=C7C8=NSN=C8C9=C6N(CC(CCCCCCCCCC)CCCCCCCC)C%10=C9SC%11=C%10SC(/C=C%12/C(C%13=C(C=C(C=C%13)C%14=CC=C(S%14)C%15=CC=C(C(C%16=O)=C%15)C(/C%16=C/C%17=C(C%18=C(S%17)C(N(CC(CCCCCCCC)CCCCCCCCCC)C%19=C%20C%21=NSN=C%21C%22=C%19N(CC(CCCCCCCC)CCCCCCCCCC)C%23=C%22SC%24=C%23SC(/C=C%25/C(C%26=C(C=CC=C%26)C%25=O)=C(C#N)/C#N)=C%24CCCCCCCCCCC)=C%20S%18)CCCCCCCCCCC)=C(C#N)\C#N)C%12=O)=C(C#N)/C#N)=C%11CCCCCCCCCCC)=C7S5)CCCCCCCCCCC)=C(C#N)\C#N,CCCCC(CC1=CC=C(S1)C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)CC,1,1,0,0,0,0,0,0,0,0,0,0
829,PYT,12,PBDB-TF,10.1002/advs.202200864,12.88,polymer,O=C1C2=CC(C3=CC=CS3)=CC=C2C(/C1=C/C4=C(C5=C(S4)C(N(CC(CCCCCCCCCC)CCCCCCCC)C6=C7C8=NSN=C8C9=C6N(CC(CCCCCCCCCC)CCCCCCCC)C%10=C9SC%11=C%10SC(/C=C%12/C(C%13=C(C=C(C=C%13)C%14=CC=C(S%14)C%15=CC=C(C(C%16=O)=C%15)C(/C%16=C/C%17=C(C%18=C(S%17)C(N(CC(CCCCCCCC)CCCCCCCCCC)C%19=C%20C%21=NSN=C%21C%22=C%19N(CC(CCCCCCCC)CCCCCCCCCC)C%23=C%22SC%24=C%23SC(/C=C%25/C(C%26=C(C=CC=C%26)C%25=O)=C(C#N)/C#N)=C%24CCCCCCCCCCC)=C%20S%18)CCCCCCCCCCC)=C(C#N)\C#N)C%12=O)=C(C#N)/C#N)=C%11CCCCCCCCCCC)=C7S5)CCCCCCCCCCC)=C(C#N)\C#N,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
830,PYF-DT-o,12,PM6,10.1002/advs.202202223,14.1,polymer,O=C1C2=C(F)C(C3=CC=C(C4=CC=CS4)S3)=CC=C2C(/C1=C/C5=C(CCCCCCCCCCC)C(SC6=C7N(C8=C6C9=NSN=C9C%10=C8N(C%11=C%10SC%12=C%11SC(/C=C%13/C(C%14=C(C%13=O)C(F)=C(C%15=CC=C(C%16=CC=C(C%17=CC=C(C(/C%18=C/C%19=C(CCCCCCCCCCC)C(SC%20=C%21N(C%22=C%20C%23=NSN=C%23C%24=C%22N(C%25=C%24SC%26=C%25SC(/C=C%27/C(C%28=C(C%27=O)C(F)=CC=C%28)=C(C#N)/C#N)=C%26CCCCCCCCCCC)CC(CCCCCCCC)CCCCCCCCCC)CC(CCCCCCCCCC)CCCCCCCC)=C%21S%19)=C(C#N)/C#N)C(C%18=O)=C%17F)S%16)S%15)C=C%14)=C(C#N)/C#N)=C%12CCCCCCCCCCC)CC(CCCCCCCC)CCCCCCCCCC)CC(CCCCCCCC)CCCCCCCCCC)=C7S5)=C(C#N)/C#N,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
831,PYF-TT-o,12,PM6,10.1002/advs.202202223,14.6,polymer,O=C1C2=C(F)C(C3=CC(SC=C4)=C4S3)=CC=C2C(/C1=C/C5=C(CCCCCCCCCCC)C(SC6=C7N(C8=C6C9=NSN=C9C%10=C8N(C%11=C%10SC%12=C%11SC(/C=C%13/C(C%14=C(C%13=O)C(F)=C(C%15=CC(SC(C%16=CC=C(C(/C%17=C/C%18=C(CCCCCCCCCCC)C(SC%19=C%20N(C%21=C%19C%22=NSN=C%22C%23=C%21N(C%24=C%23SC%25=C%24SC(/C=C%26/C(C%27=C(C%26=O)C(F)=CC=C%27)=C(C#N)/C#N)=C%25CCCCCCCCCCC)CC(CCCCCCCC)CCCCCCCCCC)CC(CCCCCCCCCC)CCCCCCCC)=C%20S%18)=C(C#N)/C#N)C(C%17=O)=C%16F)=C%28)=C%28S%15)C=C%14)=C(C#N)/C#N)=C%12CCCCCCCCCCC)CC(CCCCCCCC)CCCCCCCCCC)CC(CCCCCCCC)CCCCCCCCCC)=C7S5)=C(C#N)/C#N,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
832,PYF-T-o,12,PM6,10.1002/advs.202202223,15.4,polymer,O=C1C2=C(F)C(C3=CC=CS3)=CC=C2C(/C1=C/C4=C(CCCCCCCCCCC)C(SC5=C6N(C7=C5C8=NSN=C8C9=C7N(C%10=C9SC%11=C%10SC(/C=C%12/C(C%13=C(C%12=O)C(F)=C(C%14=CC=C(C%15=CC=C(C(/C%16=C/C%17=C(CCCCCCCCCCC)C(SC%18=C%19N(C%20=C%18C%21=NSN=C%21C%22=C%20N(C%23=C%22SC%24=C%23SC(/C=C%25/C(C%26=C(C%25=O)C(F)=CC=C%26)=C(C#N)/C#N)=C%24CCCCCCCCCCC)CC(CCCCCCCC)CCCCCCCCCC)CC(CCCCCCCCCC)CCCCCCCC)=C%19S%17)=C(C#N)/C#N)C(C%16=O)=C%15F)S%14)C=C%13)=C(C#N)/C#N)=C%11CCCCCCCCCCC)CC(CCCCCCCC)CCCCCCCCCC)CC(CCCCCCCC)CCCCCCCCCC)=C6S4)=C(C#N)/C#N,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
833,PYF-T-o,12,PM6,10.1002/advs.202202513,15.74,polymer,O=C1C2=C(F)C(C3=CC=CS3)=CC=C2C(/C1=C/C4=C(CCCCCCCCCCC)C(SC5=C6N(C7=C5C8=NSN=C8C9=C7N(C%10=C9SC%11=C%10SC(/C=C%12/C(C%13=C(C%12=O)C(F)=C(C%14=CC=C(C%15=CC=C(C(/C%16=C/C%17=C(CCCCCCCCCCC)C(SC%18=C%19N(C%20=C%18C%21=NSN=C%21C%22=C%20N(C%23=C%22SC%24=C%23SC(/C=C%25/C(C%26=C(C%25=O)C(F)=CC=C%26)=C(C#N)/C#N)=C%24CCCCCCCCCCC)CC(CCCCCCCC)CCCCCCCCCC)CC(CCCCCCCCCC)CCCCCCCC)=C%19S%17)=C(C#N)/C#N)C(C%16=O)=C%15F)S%14)C=C%13)=C(C#N)/C#N)=C%11CCCCCCCCCCC)CC(CCCCCCCC)CCCCCCCCCC)CC(CCCCCCCC)CCCCCCCCCC)=C6S4)=C(C#N)/C#N,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
834,PYF-T-o,12,PM6,10.1021/acs.macromol.2c01276,15.2,polymer,O=C1C2=C(F)C(C3=CC=CS3)=CC=C2C(/C1=C/C4=C(CCCCCCCCCCC)C(SC5=C6N(C7=C5C8=NSN=C8C9=C7N(C%10=C9SC%11=C%10SC(/C=C%12/C(C%13=C(C%12=O)C(F)=C(C%14=CC=C(C%15=CC=C(C(/C%16=C/C%17=C(CCCCCCCCCCC)C(SC%18=C%19N(C%20=C%18C%21=NSN=C%21C%22=C%20N(C%23=C%22SC%24=C%23SC(/C=C%25/C(C%26=C(C%25=O)C(F)=CC=C%26)=C(C#N)/C#N)=C%24CCCCCCCCCCC)CC(CCCCCCCC)CCCCCCCCCC)CC(CCCCCCCCCC)CCCCCCCC)=C%19S%17)=C(C#N)/C#N)C(C%16=O)=C%15F)S%14)C=C%13)=C(C#N)/C#N)=C%11CCCCCCCCCCC)CC(CCCCCCCC)CCCCCCCCCC)CC(CCCCCCCC)CCCCCCCCCC)=C6S4)=C(C#N)/C#N,CCCCC(CC1=C(F)C=C(C2=C3C=C(SC3=C(C4=C2SC=C4)C5=CC(F)=C(S5)CC(CCCC)CC)C6=CC=C(S6)C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC=CS%10)S7)S1)CC,1,1,0,0,0,0,0,0,0,0,0,0
